lead_time,stays_in_week_nights,total_of_special_requests,days_in_waiting_list,adults,children,babies,booking_changes,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,hotel_City Hotel,hotel_Resort Hotel
9,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
39,1,2,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
110,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
27,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
30,3,3,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
192,0,0,0,2,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
87,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
130,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
124,1,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
39,5,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
276,3,0,160,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
142,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
174,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
262,1,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
120,5,2,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
8,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
155,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
135,5,0,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
99,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
31,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
17,1,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
67,0,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
4,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
387,3,3,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
113,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7,3,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
27,10,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
301,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,2,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
27,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
15,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
241,5,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
19,1,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
74,2,0,0,1,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
43,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
232,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
323,1,0,0,2,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
147,5,1,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
23,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
67,0,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
28,4,2,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
45,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
24,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
35,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
16,2,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
286,1,0,75,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
56,1,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
243,3,1,0,1,2.0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
68,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
323,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
315,2,0,69,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
97,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
9,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
199,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
281,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
133,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
6,2,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
102,2,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
24,0,1,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
64,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
29,1,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
33,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
52,1,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
132,2,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
117,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
257,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
16,2,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
149,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
29,5,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
135,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21,1,1,0,1,0.0,0,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
73,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
277,0,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
122,3,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
111,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
233,1,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
116,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
32,5,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
166,3,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4,0,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
160,0,2,0,2,0.0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
10,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
64,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
28,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
111,4,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
146,2,3,0,2,0.0,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
210,3,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
29,0,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3,2,0,0,2,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
23,2,0,0,2,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
103,10,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
261,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
331,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
72,3,2,0,2,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
37,3,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
304,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
327,2,0,0,2,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
364,4,1,0,2,0.0,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
29,4,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
92,2,2,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
12,6,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
35,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
55,3,2,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
46,0,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
74,2,3,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
70,4,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
4,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
4,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
42,0,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
374,1,0,0,2,0.0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
21,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
262,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1,3,0,1,0.0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
310,8,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
342,2,0,0,2,0.0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
150,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
33,4,2,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
40,1,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
17,2,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
141,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
84,1,1,0,1,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
377,2,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
47,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
71,1,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
89,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
69,4,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
76,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
65,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
95,3,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
137,3,0,0,2,0.0,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
10,1,0,0,3,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
17,3,0,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
104,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
168,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
12,3,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
35,1,1,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
12,1,0,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
254,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
65,0,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
49,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
95,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
226,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,3,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
39,7,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
119,10,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
188,2,0,39,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
259,7,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
21,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
92,0,2,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
79,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
220,2,0,0,1,0.0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
125,10,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
5,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
54,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
78,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
34,8,1,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
134,1,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
39,0,0,0,2,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
174,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
46,1,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
335,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
79,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
85,3,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
12,1,1,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
199,3,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
383,3,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
250,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
28,1,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
23,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
185,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
115,5,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
34,2,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
171,3,1,0,2,0.0,0,6,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
35,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3,1,3,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
23,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
27,2,0,21,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
151,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
264,4,2,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
97,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
52,1,2,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
31,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
108,2,2,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
69,4,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
222,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
62,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
123,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
155,9,1,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
36,7,1,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
247,1,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
62,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
120,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
25,2,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
157,3,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
11,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
182,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
102,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
28,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,2,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40,4,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
272,7,1,0,2,0.0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
82,2,0,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
